"Rank","Triples","HomeRuns","StolenBases","BaseOnBalls","Strikeouts","BattingAverage","OnBasePercentage","SluggingPercentage","OnBasePlusSlugging","IntentionalWalks","GamesStarted","BattingStats","DefenseStats","WinsAboveReplacement","Top100Status"
24,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,11,-0.6,"No"
34,0,0,0,0,1,0,0,0,0,0,0,35,36,0.9,"No"
30,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,8,0.2,"No"
40,0,0,0,0,2,0,0,0,0,0,0,32,34,-0.1,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,25,0.4,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,29,0.6,"No"
20,1,0,0,1,2,0.154,0.214,0.385,0.599,0,4,6,6,0,"No"
25,0,0,0,0,1,0.143,0.143,0.143,0.286,0,3,6,5,-0.1,"No"
15,1,0,13,10,22,0.252,0.322,0.336,0.658,0,32,33,32,0.6,"No"
10,7,9,50,41,80,0.28,0.336,0.394,0.729,2,129,145,140,3,"No"
7,10,8,70,49,74,0.301,0.355,0.415,0.77,3,150,153,153,2.8,"No"
18,0,0,7,4,9,0.192,0.241,0.244,0.485,0,18,18,18,-0.1,"No"
7,5,32,39,52,98,0.321,0.376,0.552,0.928,1,153,158,154,8.3,"5"
7,0,4,14,19,43,0.271,0.313,0.37,0.682,0,72,74,73,0.9,"No"
7,8,9,52,47,92,0.298,0.355,0.426,0.781,3,134,134,134,5.8,"44"
7,5,16,39,49,93,0.271,0.328,0.419,0.747,5,143,149,141,3.6,"93"
7,2,7,21,35,86,0.257,0.318,0.345,0.663,1,106,111,110,1.8,"No"
7,5,9,20,54,84,0.263,0.33,0.374,0.703,1,138,148,148,2.7,"No"
7,4,7,22,41,63,0.264,0.348,0.402,0.75,3,93,112,97,1.8,"No"
18,0,0,0,0,12,0.214,0.214,0.321,0.536,0,7,13,11,-0.1,"No"
16,1,3,6,9,65,0.17,0.24,0.27,0.51,0,42,56,51,-0.3,"No"
6,6,11,13,24,142,0.207,0.266,0.364,0.63,0,117,129,120,1.8,"No"
7,3,11,7,27,94,0.235,0.31,0.43,0.74,2,83,88,85,-0.1,"No"
7,0,5,1,7,34,0.268,0.333,0.515,0.849,0,28,30,28,0.5,"No"
17,0,2,2,5,42,0.17,0.21,0.25,0.46,0,27,36,32,-0.7,"No"
16,1,1,0,8,18,0.165,0.244,0.253,0.498,0,23,24,23,-1.2,"No"
15,0,0,0,6,8,0.108,0.227,0.108,0.335,1,8,18,11,-0.7,"No"
20,0,1,0,5,15,0.154,0.228,0.231,0.459,0,15,18,17,-0.3,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0,"No"
20,1,0,1,8,17,0.2,0.322,0.26,0.582,0,15,17,15,-0.3,"No"
21,0,0,0,0,3,0,0,0,0,0,0,5,2,-0.1,"No"
17,1,0,0,7,9,0.214,0.371,0.321,0.693,0,4,23,10,-0.1,"No"
22,0,1,0,3,4,0.154,0.233,0.269,0.503,0,7,13,8,-0.2,"No"
22,0,0,1,4,14,0.154,0.211,0.173,0.384,0,12,19,16,-0.7,"No"
21,0,0,1,4,26,0.149,0.208,0.194,0.402,0,19,26,23,-0.6,"No"
21,0,0,0,0,2,0.429,0.429,0.429,0.857,0,2,3,2,0.1,"No"
26,0,0,1,1,5,0.2,0.273,0.3,0.573,0,4,7,2,0,"No"
19,0,1,1,4,23,0.236,0.3,0.345,0.645,0,15,20,19,-0.2,"No"
23,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"No"
22,0,1,0,0,5,0.25,0.25,0.5,0.75,0,2,7,5,0,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,7,7,0,"No"
30,0,0,0,0,1,0,0,0,0,0,26,2,26,3,"No"
35,0,0,0,0,1,0,0,0,0,0,13,1,19,-0.3,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,5,0,7,0.9,"No"
31,0,0,0,0,3,0,0,0,0,0,11,1,13,0.9,"No"
65,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,35,2,"No"
64,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,6,0,34,-0.9,"No"
28,0,1,0,1,7,0.161,0.188,0.29,0.478,0,18,15,18,1.5,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,7,8,0,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,1,0.1,"No"
32,0,0,0,0,1,0,0,0,0,0,8,1,8,-0.1,"No"
32,0,0,0,2,1,0,0.667,0,0.667,0,1,10,10,-0.1,"No"
26,0,0,0,2,13,0.185,0.214,0.204,0.418,0,28,29,28,2.9,"No"
26,0,1,0,1,18,0.097,0.111,0.145,0.256,0,32,30,32,0.4,"No"
26,1,1,0,2,15,0.25,0.286,0.4,0.686,0,20,20,20,1.2,"No"
27,0,0,0,0,10,0,0,0,0,0,9,9,9,0.3,"No"
29,0,0,0,0,2,0.25,0.308,0.25,0.558,0,7,7,7,0.4,"No"
28,0,0,0,2,15,0.098,0.14,0.098,0.237,0,20,19,20,3.9,"53"
25,0,0,0,2,17,0.171,0.205,0.171,0.375,0,30,29,32,1,"No"
30,0,0,0,0,4,0,0,0,0,0,13,2,25,-0.6,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,4,-0.1,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,22,-0.3,"No"
22,1,0,0,6,18,0.103,0.188,0.138,0.325,0,31,36,31,2.2,"No"
26,0,0,0,8,24,0.123,0.219,0.154,0.373,0,34,35,34,6.7,"34"
26,0,0,0,2,14,0.128,0.19,0.154,0.344,0,20,20,20,0.2,"No"
27,0,0,0,1,13,0.106,0.125,0.106,0.231,0,23,23,23,2.8,"No"
28,0,0,0,1,6,0.077,0.143,0.077,0.22,0,10,10,11,-1.5,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,2,0,"No"
39,0,0,0,0,0,0,0,0,0,0,2,2,2,-0.4,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,3,0.1,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,6,-0.4,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,4,-0.1,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,9,12,0.2,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,18,-0.2,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,19,21,0.7,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,4,-0.1,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,54,56,0.4,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,24,-0.7,"No"
52,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,5,0.1,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,6,0.1,"No"
11,1,2,5,10,42,0.226,0.282,0.289,0.571,0,45,51,51,-0.1,"No"
24,0,0,0,1,1,0,0.25,0,0.25,0,18,2,18,0.8,"No"
25,0,0,0,0,1,0.25,0.25,0.25,0.5,0,22,2,22,0.6,"No"
30,0,0,0,1,2,0,0.25,0,0.25,0,18,2,24,-0.9,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,5,0,5,-0.4,"No"
33,0,0,0,0,10,0.133,0.133,0.133,0.267,0,9,9,9,0.6,"No"
24,1,0,0,2,16,0.179,0.22,0.282,0.502,0,25,23,25,5.6,"38"
24,1,2,0,1,45,0.152,0.163,0.266,0.428,0,33,30,33,8.6,"2"
22,1,2,0,4,28,0.262,0.304,0.415,0.72,0,31,27,31,4.5,"43"
24,1,1,0,1,32,0.131,0.145,0.213,0.358,0,30,29,30,1.9,"No"
39,0,0,0,2,16,0.095,0.208,0.095,0.304,0,20,20,20,-2.1,"No"
23,0,1,0,3,27,0.133,0.188,0.2,0.388,0,31,28,31,2.5,"No"
28,0,0,0,1,19,0.156,0.174,0.178,0.352,0,24,23,24,0.7,"No"
22,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,9,0,9,0.8,"No"
31,0,0,0,0,0,0.5,0.5,0.5,1,0,4,4,4,-0.5,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,65,68,1.2,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,28,28,-0.2,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,7,7,-0.1,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,2,-0.2,"No"
6,1,12,3,45,115,0.226,0.312,0.371,0.683,0,106,117,78,-0.9,"No"
19,0,2,0,12,27,0.19,0.277,0.28,0.557,1,27,43,41,-0.1,"No"
11,0,12,3,27,95,0.202,0.279,0.413,0.693,0,68,84,74,-0.9,"No"
11,0,2,6,18,51,0.22,0.297,0.275,0.572,0,48,72,55,0,"No"
2,2,11,6,54,104,0.201,0.316,0.384,0.7,0,89,96,89,0.5,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,38,0.3,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,70,1,"No"
25,0,0,0,1,0,0.194117349256831,1,0.297272473550983,0.546554098786266,0,0,6,72,0.5,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,8,-1.3,"No"
36,0,0,0,0,1,0,0,0,0,0,0,12,12,-0.5,"No"
32,0,0,0,0,1,0,0,0,0,0,1,2,2,0.2,"No"
35,0,0,0,1,1,0.5,0.667,0.5,1.167,0,0,4,5,-0.2,"No"
28,0,0,0,0,0,0,0,0,0,0,2,2,17,-0.2,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,5,0.2,"No"
21,1,1,0,4,15,0.263,0.333,0.474,0.807,0,10,15,8,0.4,"No"
15,1,8,0,10,56,0.25,0.302,0.458,0.761,1,44,51,40,0,"No"
11,1,25,1,22,102,0.214,0.279,0.527,0.806,0,80,88,62,1.4,"No"
15,0,9,0,10,47,0.303,0.355,0.505,0.86,0,52,53,49,1.1,"No"
7,2,13,2,18,102,0.265,0.313,0.473,0.786,2,78,91,85,1.7,"No"
14,2,8,0,21,71,0.258,0.351,0.455,0.805,0,54,72,68,0.7,"No"
11,2,4,0,5,44,0.221,0.285,0.389,0.674,0,29,42,38,0.3,"No"
16,1,3,1,10,62,0.189,0.249,0.293,0.541,0,40,76,70,-0.8,"No"
13,3,5,2,11,49,0.213,0.26,0.384,0.644,0,43,54,51,0.5,"No"
11,1,5,3,15,55,0.212,0.272,0.348,0.62,0,52,65,60,-0.2,"No"
61,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,26,30,0.7,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,12,0.3,"No"
53,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,9,0,"No"
3,3,4,3,18,30,0.285,0.354,0.477,0.831,0,49,54,54,1.6,"No"
3,7,21,4,55,90,0.266,0.34,0.46,0.8,6,145,152,149,4.8,"88"
3,4,17,3,70,131,0.239,0.332,0.39,0.722,3,155,158,156,3.9,"63"
2,7,10,6,46,97,0.229,0.312,0.378,0.689,2,124,127,127,1,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,24,24,-0.8,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,44,0.3,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,26,-0.6,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,13,-0.7,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,48,0.3,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,28,0,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,21,1.4,"No"
31,0,0,0,0,1,0,0,0,0,0,0,4,67,0.4,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,29,32,-0.4,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,43,45,0.6,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,67,73,-0.2,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,39,41,-0.3,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,50,0.9,"No"
52,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,26,0.9,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,66,1.1,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,11,0.4,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,47,0.8,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,28,29,0.3,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,1,0,"No"
18,0,0,0,5,6,0.191,0.247,0.25,0.497,0,15,30,22,-0.6,"No"
21,0,0,0,1,4,0.182,0.25,0.182,0.432,0,3,5,5,-0.2,"No"
18,0,2,1,13,20,0.242,0.313,0.325,0.638,0,30,52,43,-0.5,"No"
15,0,0,2,17,17,0.218,0.371,0.244,0.615,1,14,59,26,-0.7,"No"
20,0,0,0,2,8,0.213,0.245,0.234,0.479,0,8,20,12,-0.4,"No"
14,0,2,1,12,25,0.206,0.263,0.284,0.547,1,40,51,48,-0.9,"No"
32,0,0,0,0,2,0.2,0.2,0.2,0.4,0,3,3,3,-0.1,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,1,0,"No"
44,0,0,0,0,1,0.333,0.333,0.667,1,0,3,24,23,0.1,"No"
29,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,-0.1,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,9,9,-0.5,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,14,0,16,1.6,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,12,0,17,-0.3,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,7,0.2,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,7,0.1,"No"
16,1,5,0,3,23,0.22,0.257,0.44,0.697,0,25,38,25,0.1,"No"
17,1,2,0,4,8,0.246,0.313,0.443,0.756,0,14,27,20,-0.2,"No"
11,0,11,0,14,47,0.259,0.311,0.468,0.779,1,48,82,59,-0.2,"No"
15,0,2,0,5,26,0.214,0.264,0.327,0.591,0,24,39,20,-0.2,"No"
13,0,12,4,26,54,0.259,0.344,0.468,0.812,1,56,68,51,0.7,"No"
11,0,15,21,37,71,0.256,0.339,0.443,0.783,2,85,111,81,0.9,"No"
22,0,0,0,0,14,0.15,0.171,0.2,0.371,0,10,12,12,-0.8,"No"
19,1,0,2,2,11,0.154,0.241,0.269,0.511,0,7,7,7,0,"No"
6,0,9,10,46,71,0.21,0.352,0.369,0.721,1,60,78,69,1.6,"No"
16,3,1,2,12,32,0.218,0.313,0.317,0.63,3,23,51,32,-0.1,"No"
26,0,0,0,4,11,0.111,0.273,0.111,0.384,0,5,9,5,0.1,"No"
20,0,0,0,8,17,0.24,0.345,0.28,0.625,0,17,28,26,-0.1,"No"
26,0,0,0,0,3,0.125,0.125,0.125,0.25,0,0,5,3,-0.1,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,24,0,24,1.1,"No"
52,0,0,0,0,1,0,0,0,0,0,0,10,10,-0.5,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,3,-0.1,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,18,-0.2,"No"
14,1,4,1,6,37,0.23,0.263,0.373,0.636,0,33,37,34,0.4,"No"
5,5,6,3,36,97,0.263,0.331,0.386,0.716,3,89,107,100,2.3,"No"
5,9,29,6,64,154,0.249,0.332,0.509,0.84,5,132,151,142,2.8,"82"
5,4,30,6,87,152,0.248,0.357,0.487,0.844,13,144,149,144,2,"36"
5,0,6,1,26,65,0.222,0.307,0.348,0.655,0,52,56,52,0.5,"No"
11,2,6,1,32,55,0.193,0.323,0.353,0.676,1,53,78,57,0.2,"No"
14,0,0,0,6,17,0.116,0.24,0.14,0.38,0,15,18,15,-0.6,"No"
19,0,6,0,17,38,0.212,0.321,0.389,0.71,0,33,43,32,0,"No"
25,0,2,0,3,15,0.216,0.259,0.353,0.612,0,14,18,17,0.1,"No"
15,1,2,0,8,24,0.239,0.338,0.433,0.77,0,17,25,11,0.2,"No"
14,0,3,0,2,8,0.267,0.327,0.556,0.882,0,13,13,11,0.1,"No"
21,0,1,0,3,14,0.167,0.265,0.3,0.565,0,7,16,15,-0.3,"No"
19,0,1,0,5,13,0.129,0.256,0.29,0.547,0,9,12,10,-0.3,"No"
52,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,1,0,"No"
16,3,5,3,9,43,0.227,0.294,0.438,0.731,0,28,65,49,0.4,"No"
23,0,0,0,0,1,0,0,0,0,0,1,9,8,0,"No"
17,2,2,2,3,20,0.232,0.27,0.42,0.691,0,24,33,30,0.4,"No"
14,0,3,6,5,48,0.272,0.299,0.37,0.669,2,47,51,49,1.5,"No"
7,4,9,24,18,105,0.236,0.281,0.383,0.665,0,101,133,126,2.5,"No"
10,1,5,10,16,83,0.209,0.257,0.331,0.588,0,85,118,105,1.7,"No"
12,0,16,9,20,90,0.243,0.319,0.496,0.815,1,65,106,102,2,"No"
7,1,10,6,15,84,0.211,0.275,0.399,0.674,1,57,103,98,1.8,"No"
7,3,10,10,17,95,0.233,0.289,0.411,0.7,0,73,120,109,1.5,"No"
22,0,0,0,0,0,0.4,0.5,0.4,0.9,0,0,4,4,0,"No"
16,1,1,3,6,27,0.183,0.231,0.248,0.478,0,30,40,32,0.2,"No"
16,0,0,5,3,19,0.167,0.216,0.167,0.382,1,10,14,13,-0.2,"No"
14,0,2,0,1,10,0.333,0.353,0.606,0.959,0,8,16,16,0.2,"No"
20,0,2,2,4,24,0.234,0.272,0.39,0.661,1,21,31,29,0.3,"No"
16,0,0,1,2,22,0.188,0.264,0.208,0.472,0,9,34,23,-0.2,"No"
18,0,2,3,8,23,0.22,0.333,0.373,0.706,0,18,24,19,0.4,"No"
10,3,8,23,23,76,0.283,0.342,0.427,0.769,0,82,99,82,2.3,"No"
8,5,2,26,26,62,0.243,0.318,0.326,0.644,0,77,99,93,0.5,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,54,57,0.3,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,58,62,1.4,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,57,61,-1,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,42,45,0.2,"No"
21,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,24,0.5,"No"
28,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,6,-0.1,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,55,62,1,"No"
57,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,24,-0.9,"No"
30,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,8,0.1,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,37,-0.1,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,69,1.9,"84"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,71,0.2,"No"
29,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,73,2.7,"65"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,39,0.9,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,12,-0.2,"No"
13,0,6,3,10,50,0.26,0.323,0.438,0.761,0,37,49,44,1.2,"No"
13,2,1,2,7,54,0.227,0.269,0.313,0.582,0,44,52,51,0.5,"No"
7,1,10,5,26,88,0.227,0.296,0.382,0.678,0,87,112,107,1.6,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,14,-0.1,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,27,0.6,"No"
24,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,20,0.1,"No"
30,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,4,-0.4,"No"
19,0,0,0,1,4,0.167,0.231,0.25,0.481,0,2,8,3,-0.1,"No"
19,0,0,0,0,4,0.353,0.353,0.412,0.765,0,3,7,5,-0.1,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,10,0,10,-0.3,"No"
28,0,0,0,0,0,0,0,0,0,0,23,1,24,0.6,"No"
28,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,12,0,12,0.1,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,2,0,2,0.1,"No"
25,0,0,0,0,2,0,0,0,0,0,32,4,32,1.2,"No"
24,0,0,0,0,0,0,0,0,0,0,30,3,30,3.7,"83"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,4,-0.2,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,7,0.3,"No"
22,0,0,0,1,3,0,0.2,0,0.2,0,31,2,31,1.3,"No"
29,0,0,0,0,2,0,0,0,0,0,28,2,28,3.2,"No"
27,0,0,0,0,1,0.25,0.25,0.25,0.5,0,33,2,33,3.2,"No"
28,0,0,0,0,0,0.333,0.333,0.333,0.667,0,28,2,28,0.3,"No"
23,0,0,0,0,0,0.111,0.111,0.222,0.333,0,10,3,10,0.6,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,20,0,20,-0.2,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,3,1.2,"No"
21,0,0,0,0,3,0.143,0.143,0.143,0.286,0,17,2,17,1.5,"No"
25,0,0,0,1,0,0,0.5,0,0.5,0,18,1,19,1.1,"No"
23,0,0,0,0,3,0,0,0,0,0,32,2,32,5,"50"
25,0,0,0,0,0,0,0,0,0,0,13,3,13,0.6,"No"
28,0,0,0,3,12,0.265,0.302,0.306,0.608,0,27,28,27,4.5,"52"
28,0,0,0,1,4,0.087,0.125,0.087,0.212,0,13,13,13,0.5,"No"
32,0,0,0,0,14,0,0,0,0,0,12,11,12,1.6,"No"
32,0,1,0,1,17,0.194,0.216,0.333,0.55,0,19,19,19,1.9,"No"
25,0,0,0,2,12,0.185,0.241,0.185,0.427,0,21,28,31,-0.9,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,16,0.5,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,67,2,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,62,0.7,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,9,-0.1,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,27,-0.6,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,7,-0.8,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,6,0.1,"No"
37,0,0,0,0,1,0,0,0,0,0,0,2,41,-0.1,"No"
28,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,8,-0.4,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,6,6,0,"No"
26,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,5,0.1,"No"
27,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,-0.2,"No"
43,0,0,0,0,0,0,0,0,0,0,0,4,4,0.1,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,5,-0.3,"No"
18,0,4,0,13,51,0.125,0.222,0.259,0.481,0,35,35,34,-0.6,"No"
15,3,6,1,11,46,0.239,0.306,0.496,0.802,0,35,38,38,1.1,"No"
1,0,21,1,28,118,0.221,0.286,0.444,0.73,0,94,107,100,0.7,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,4,0,"No"
15,2,5,0,8,19,0.226,0.288,0.462,0.75,0,32,41,35,0.6,"No"
12,2,7,1,19,44,0.238,0.299,0.345,0.644,0,77,99,93,-0.6,"No"
