"Rank","Triples","HomeRuns","StolenBases","BaseOnBalls","Strikeouts","BattingAverage","OnBasePercentage","SluggingPercentage","OnBasePlusSlugging","IntentionalWalks","GamesStarted","BattingStats","DefenseStats","WinsAboveReplacement","Top100Status"
15,0,3,0,5,33,0.25,0.277,0.352,0.629,0,39,42,42,-0.4,"No"
4,6,20,30,30,135,0.254,0.294,0.428,0.722,2,148,150,148,0.9,"86"
4,11,30,49,40,121,0.276,0.319,0.495,0.813,1,157,158,149,4.4,"20"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,2,-0.1,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,12,2,47,-1.4,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,13,-0.1,"No"
18,0,3,0,9,21,0.321,0.38,0.494,0.874,0,22,29,28,1.1,"No"
18,1,0,1,1,6,0.167,0.2,0.292,0.492,0,6,7,7,-0.5,"No"
15,0,0,0,6,9,0.194,0.31,0.194,0.504,0,7,23,8,-0.1,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,20,20,-0.2,"No"
28,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,55,-0.5,"No"
30,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,38,0,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,32,35,-1,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,57,60,0.6,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,60,66,0.6,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,12,16,-0.2,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,51,1,"No"
27,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,64,0.4,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,7,80,0.9,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,61,0.6,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,20,0.9,"No"
1,0,3,0,25,41,0.218,0.303,0.296,0.6,3,62,81,80,-0.2,"No"
12,0,1,1,5,21,0.295,0.343,0.368,0.712,0,27,36,30,0.4,"No"
19,0,0,0,7,15,0.222,0.31,0.254,0.564,1,19,21,21,-0.1,"No"
37,0,0,0,0,0,0,0,0,0,0,0,19,19,0.1,"No"
23,0,0,0,0,0,0.2,0.2,0.2,0.4,0,19,2,19,3.3,"No"
25,0,0,0,0,0,0.333,0.333,0.333,0.667,0,28,1,30,0.4,"No"
31,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,12,3,34,-0.8,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,58,60,-0.8,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,22,0.1,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,29,0,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,23,0.5,"No"
56,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,67,71,1,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,70,1.2,"No"
40,0,0,0,0,1,0,0,0,0,0,0,23,24,0.1,"No"
39,0,0,0,0,0,0,0,0,0,0,0,17,18,0.1,"No"
26,0,0,0,0,0,0,0,0,0,0,0,7,63,1.8,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,7,69,0.1,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,27,-0.1,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,30,0.5,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,27,27,0.4,"No"
29,0,0,0,0,0,0,0,0,0,0,0,6,46,0.5,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,62,1.9,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,71,2.4,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,67,1.2,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,42,-0.2,"No"
33,0,0,0,0,1,0.25,0.25,0.25,0.5,0,0,39,42,-0.4,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,33,35,-0.7,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,14,16,0.3,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,14,0,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,9,9,-0.2,"No"
52,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,66,67,0.3,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,31,33,-0.1,"No"
13,1,3,2,9,37,0.211,0.27,0.376,0.647,2,32,33,32,0.4,"No"
18,0,1,0,2,10,0.25,0.333,0.417,0.75,0,5,11,6,0,"No"
19,1,0,0,1,6,0.188,0.235,0.375,0.61,0,4,5,0,-0.1,"No"
18,0,0,0,4,9,0.162,0.262,0.162,0.424,1,10,14,11,-0.7,"No"
27,0,0,0,1,5,0.067,0.125,0.067,0.192,0,5,6,4,-0.4,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,11,-0.3,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,20,-0.4,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,28,1,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,60,1.2,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,23,0.6,"56"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,40,0.4,"No"
29,0,0,0,0,7,0.118,0.118,0.118,0.235,0,12,10,12,0.3,"No"
36,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.3,"No"
38,0,0,0,0,2,0,0,0,0,0,2,7,7,0.3,"No"
24,0,0,0,0,7,0.037,0.037,0.037,0.074,0,16,31,32,0.3,"No"
29,0,0,0,0,5,0.118,0.118,0.118,0.235,0,12,35,38,-0.8,"No"
25.5502963590178,0.535901778154107,3.43911939034716,1.78382726502964,10.0093564775614,24.8505927180356,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0.609060118543607,0,14,16,0,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,55,0.8,"No"
43,0,0,0,0,1,0,0,0,0,0,0,77,82,1.6,"No"
36,0,0,0,0,0,0,0,0,0,0,0,66,72,3,"58"
39,0,0,0,0,0,0,0,0,0,0,0,39,41,0,"No"
25.5502963590178,0.535901778154107,3.43911939034716,1.78382726502964,10.0093564775614,24.8505927180356,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0.609060118543607,0,1,11,-0.6,"No"
58,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,36,41,0.3,"No"
16,0,0,0,1,1,0.1,0.182,0.2,0.382,0,2,6,3,-0.2,"No"
8,3,25,2,76,134,0.283,0.381,0.498,0.879,6,132,138,133,0,"No"
8,3,23,1,79,145,0.285,0.384,0.519,0.903,7,142,145,141,1.4,"No"
8,2,7,2,36,68,0.255,0.343,0.432,0.776,4,69,88,69,-0.4,"No"
19,0,0,0,5,14,0.185,0.313,0.185,0.498,0,7,17,13,-0.2,"No"
11,0,4,0,19,68,0.231,0.301,0.344,0.645,2,50,62,51,-0.4,"No"
18,0,2,0,6,17,0.179,0.304,0.333,0.638,0,10,15,6,0,"No"
36,0,0,1,0,2,0.25,0.25,0.375,0.625,0,4,18,17,-0.8,"No"
26,0,0,0,0,1,0.333,0.333,0.333,0.667,0,20,3,41,4.2,"No"
25,0,0,0,1,5,0.125,0.222,0.125,0.347,0,28,3,28,3.1,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,9,0,9,1.8,"62"
21,0,0,0,0,3,0,0,0,0,0,26,3,26,-0.4,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,22,0,35,0.2,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,9,0,11,0.4,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,11,0.7,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,5,0.2,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,71,72,2.4,"59"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,63,67,-2.6,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,48,50,1.1,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,25,25,0.9,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,9,11,-0.8,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,2,-0.1,"No"
32,0,0,0,0,3,0.4,0.4,0.4,0.8,0,9,10,11,-0.5,"No"
34,0,0,0,1,5,0.083,0.154,0.167,0.321,0,8,13,12,0,"No"
33,0,0,0,0,6,0.2,0.2,0.2,0.4,0,5,25,28,1.4,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,24,-0.3,"No"
31,0,0,0,0,0,0,0,0,0,0,0,2,22,-0.1,"No"
21,0,1,1,4,10,0.25,0.325,0.417,0.742,0,12,13,13,0.4,"No"
18,1,2,0,6,31,0.23,0.288,0.378,0.666,1,18,27,22,-0.1,"No"
15,1,12,1,11,35,0.263,0.331,0.61,0.941,0,26,66,37,1.1,"No"
9,3,20,3,45,112,0.227,0.321,0.453,0.774,2,79,140,94,0.4,"No"
11,6,8,5,24,52,0.265,0.318,0.418,0.737,0,73,76,75,2.1,"No"
4,4,10,4,34,95,0.221,0.288,0.365,0.653,2,107,123,119,1.3,"No"
4,4,11,13,47,101,0.258,0.329,0.402,0.73,0,125,144,129,0.1,"No"
9,1,7,1,25,46,0.232,0.357,0.451,0.807,1,44,48,18,0.9,"No"
4,6,30,6,47,149,0.243,0.304,0.482,0.786,0,140,152,141,0.9,"No"
3,3,9,5,63,110,0.201,0.327,0.337,0.664,4,96,110,98,0.7,"No"
16,1,5,0,16,51,0.256,0.322,0.429,0.751,0,38,48,40,0.3,"No"
12,0,7,4,18,70,0.212,0.27,0.32,0.59,0,58,81,53,-1.7,"No"
14,0,1,0,10,11,0.214,0.328,0.339,0.668,0,16,27,7,-0.1,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,1,0.3,"No"
28,0,0,0,0,1,0,0,0,0,0,3,1,3,-0.1,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,1,0,"No"
28,0,0,0,0,0,0,0,0,0,0,2,1,2,-0.5,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,7,0,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,5,-0.7,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,2,-0.4,"No"
20,0,0,0,1,0,0.286,0.375,0.571,0.946,0,0,9,2,0.1,"No"
19,0,0,0,2,9,0,0.087,0,0.087,0,2,19,2,-0.4,"No"
53,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,2,-0.3,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,14,1,18,0,"No"
21,0,0,0,0,5,0,0,0,0,0,24,3,28,-0.7,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,1,0,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,5,1,10,0.2,"No"
23,0,0,0,1,3,0.286,0.375,0.429,0.804,0,21,4,34,3.2,"48"
26,0,0,0,0,1,0,0,0,0,0,1,3,61,0.7,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,15,0,23,1.1,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,3,-0.1,"No"
32,0,0,0,0,2,0,0,0,0,0,2,3,3,0.6,"No"
30,0,0,0,0,0,0,0,0,0,0,24,2,24,0.3,"No"
24,0,0,0,0,3,0,0,0,0,0,31,2,31,-1.2,"No"
29,0,0,0,0,7,0.192,0.192,0.192,0.385,0,17,18,19,-1,"No"
30,0,0,0,0,3,0.333,0.333,0.5,0.833,0,4,8,8,-0.4,"No"
29,0,0,0,0,6,0.143,0.143,0.143,0.286,0,6,6,6,1.3,"No"
33,0,0,0,0,0,0,0,0,0,0,0,22,22,-0.8,"No"
30,0,1,0,0,6,0.158,0.158,0.316,0.474,0,9,9,9,0.7,"No"
19,0,0,0,1,12,0.185,0.214,0.222,0.437,0,5,12,7,0,"No"
19,0,0,0,0,6,0.111,0.111,0.111,0.222,0,1,8,1,-0.2,"No"
26,0,2,0,4,10,0.167,0.265,0.4,0.665,0,8,10,10,0,"No"
29,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,2,3,49,0.6,"No"
28,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,12,-0.5,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,16,-0.4,"No"
26,0,0,1,2,6,0.25,0.357,0.25,0.607,0,6,26,26,-0.2,"No"
29,0,0,0,0,7,0.083,0.083,0.083,0.167,0,8,31,32,-0.3,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,14,14,0.2,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,-0.1,"No"
63,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,14,15,0.7,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,5,0.2,"No"
36,0,0,0,0,1,0,0,0,0,0,0,28,30,-0.6,"No"
16,0,0,1,10,15,0.232,0.348,0.304,0.652,0,18,19,19,0.1,"No"
12,2,4,2,25,53,0.216,0.297,0.332,0.629,4,55,85,78,-0.6,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,23,23,0.2,"No"
35,0,0,0,0,2,0.25,0.25,0.25,0.5,0,0,73,77,1.6,"No"
30,0,0,0,0,0,0,0,0,0,0,0,75,78,1.7,"No"
42,0,0,0,0,1,0,0,0,0,0,0,64,68,0.3,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,63,66,2.1,"75"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,34,36,1.3,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,27,29,0.1,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,33,0.9,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,51,53,-0.8,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,49,53,0,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,47,2.8,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,69,1.7,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,64,0.7,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,43,0.7,"No"
21,0,0,0,3,21,0.107,0.153,0.107,0.26,0,16,27,24,-0.3,"No"
18,0,0,1,2,10,0.167,0.242,0.233,0.476,0,9,12,12,0.1,"No"
25,0,0,0,0,2,0.25,0.25,0.25,0.5,0,1,8,8,0,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,2,0,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0.1,"No"
23,0,0,0,2,18,0.2,0.226,0.2,0.426,0,34,32,34,-0.9,"No"
21,1,0,0,4,21,0.254,0.299,0.333,0.632,0,33,40,33,1.8,"No"
20,0,0,0,0,1,0,0,0,0,0,1,2,2,-0.1,"No"
27,0,0,1,0,10,0.115,0.115,0.154,0.269,0,11,13,13,0.2,"No"
31,0,0,0,0,2,0,0,0,0,0,3,9,10,-0.3,"No"
32,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.1,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,2,0,"No"
7,2,8,18,26,99,0.241,0.307,0.385,0.692,1,73,101,97,1.6,"No"
16,0,2,4,7,44,0.226,0.281,0.33,0.611,0,29,34,34,0.1,"No"
25,0,0,0,1,7,0,0.071,0,0.071,0,2,9,5,-0.2,"No"
14,0,1,2,7,14,0.162,0.36,0.243,0.603,0,13,20,20,0.1,"No"
11,1,8,15,30,122,0.227,0.325,0.344,0.669,0,84,99,97,1.2,"No"
22,0,0,0,0,4,0.25,0.25,0.313,0.563,0,5,9,9,0.4,"No"
14,0,2,3,5,41,0.101,0.2,0.213,0.413,0,23,100,90,-0.3,"No"
23,0,0,1,1,2,0.25,0.4,0.25,0.65,0,2,7,4,0,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0,"No"
53,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,-0.2,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,7,0,"No"
62,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,2,-0.1,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,5,-0.6,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,3,-0.3,"No"
26,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,12,0,12,1.1,"No"
31,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,27,0,27,0,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,24,0,27,4.5,"No"
28,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,29,0,29,0.3,"No"
29,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,-0.2,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,34,-0.1,"No"
20,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,3,0.2,"No"
32,0,0,0,0,0,1,1,2,3,0,0,2,25,0.6,"No"
31,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,-0.1,"No"
15,0,4,0,12,40,0.202,0.284,0.385,0.669,2,29,32,32,-0.9,"No"
17,0,1,0,10,20,0.267,0.393,0.4,0.793,1,16,22,18,0.3,"No"
23,0,3,1,7,13,0.172,0.351,0.483,0.834,2,9,11,10,0.1,"No"
13,2,3,2,11,55,0.205,0.259,0.356,0.616,1,40,41,41,-0.3,"No"
25,0,0,0,0,5,0,0,0,0,0,2,3,3,0,"No"
24,0,1,0,2,4,0.154,0.267,0.385,0.651,0,3,7,3,-0.1,"No"
23,0,2,0,3,18,0.277,0.333,0.447,0.78,0,31,29,31,-0.4,"No"
34,0,0,0,1,1,0,0.5,0,0.5,0,1,4,5,-0.5,"No"
24,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,5,0.1,"No"
25,0,0,0,0,1,0,0,0,0,0,1,1,1,0,"No"
20,0,1,0,2,5,0.263,0.333,0.421,0.754,0,2,19,19,0,"No"
10,4,8,5,15,100,0.257,0.293,0.425,0.718,0,55,132,74,0.4,"No"
6,2,2,4,21,67,0.251,0.314,0.341,0.655,3,67,106,97,-1.1,"No"
14,2,0,1,3,30,0.22,0.25,0.32,0.57,0,20,48,43,0,"No"
18,0,1,1,5,29,0.204,0.25,0.265,0.515,0,24,43,37,0,"No"
7,1,8,11,21,127,0.24,0.289,0.346,0.635,0,115,136,134,1.4,"No"
30,0,0,0,1,4,0.2,0.333,0.2,0.533,0,3,3,3,0,"No"
28,0,0,0,1,22,0.07,0.091,0.07,0.161,0,25,24,25,1.2,"No"
25,0,0,0,2,17,0.185,0.241,0.222,0.464,0,13,14,13,2.1,"No"
30,0,0,0,1,3,0.125,0.222,0.125,0.347,0,5,5,5,-0.3,"No"
37,0,0,0,0,1,0,0,0,0,0,2,2,2,-0.3,"No"
14,1,9,3,20,57,0.225,0.306,0.412,0.718,1,50,63,56,0.9,"No"
2,6,7,12,54,106,0.275,0.36,0.421,0.781,5,106,145,140,2.8,"No"
2,4,17,5,52,125,0.289,0.36,0.481,0.841,4,132,150,143,4.1,"62"
2,0,12,3,18,64,0.243,0.306,0.449,0.755,2,56,61,59,1,"No"
2,5,18,9,56,147,0.28,0.356,0.478,0.834,2,130,137,131,4.1,"No"
2,8,17,0,104,148,0.275,0.394,0.474,0.868,4,149,156,152,4.1,"65"
2,3,18,3,66,104,0.241,0.355,0.469,0.823,2,99,104,103,2.8,"No"
2,2,14,4,49,107,0.253,0.342,0.414,0.756,6,103,112,109,2.5,"No"
2,3,17,4,83,127,0.234,0.339,0.403,0.742,3,134,156,151,0.5,"No"
2,1,9,0,30,36,0.309,0.425,0.591,1.015,1,41,51,47,2,"72"
2,2,29,3,48,103,0.274,0.378,0.597,0.975,3,85,97,93,2.7,"No"
2,1,8,1,37,81,0.213,0.326,0.35,0.676,2,67,78,63,0.4,"No"
9,0,19,0,61,141,0.254,0.369,0.49,0.858,1,97,103,29,2,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,6,0,12,-0.6,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,2,1,28,-0.3,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,5,0.1,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,13,0,15,0.3,"No"
20,0,2,1,3,8,0.158,0.273,0.474,0.746,2,2,16,5,0,"No"
6,4,8,3,44,93,0.226,0.333,0.399,0.733,1,65,101,79,0.8,"No"
18,0,0,0,1,8,0.059,0.111,0.118,0.229,0,4,9,6,-0.3,"No"
24,0,0,0,1,4,0,0.125,0,0.125,0,2,4,4,-0.4,"No"
52,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0.1,"No"
64,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,43,0.4,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,5,0.1,"No"
4,2,3,1,23,31,0.204,0.288,0.296,0.584,1,53,66,65,0.3,"No"
4,3,4,1,33,95,0.248,0.304,0.349,0.653,6,122,143,139,2.4,"No"
4,3,9,1,42,96,0.248,0.311,0.363,0.674,6,139,149,147,2.4,"No"
4,10,10,5,59,129,0.246,0.324,0.389,0.713,10,142,153,149,3.4,"No"
4,4,21,6,39,119,0.256,0.321,0.462,0.782,9,136,143,140,5.8,"No"
4,11,12,7,57,115,0.275,0.342,0.43,0.772,10,148,155,155,5.5,"No"
4,1,14,3,42,113,0.253,0.305,0.403,0.709,3,135,144,138,2.1,"No"
4,2,14,4,50,122,0.254,0.325,0.394,0.719,13,141,151,146,1.5,"No"
4,2,11,3,53,117,0.228,0.304,0.35,0.654,5,137,147,142,-0.5,"No"
4,0,8,1,15,47,0.256,0.326,0.465,0.792,2,47,54,53,1.3,"No"
4,3,24,11,56,105,0.298,0.373,0.522,0.895,6,130,138,135,6.1,"46"
4,2,9,1,39,98,0.231,0.308,0.344,0.652,3,113,118,116,0.7,"No"
4,1,7,3,28,81,0.194,0.273,0.314,0.587,1,85,93,93,-1.3,"No"
31,0,0,0,1,4,0,0.1,0,0.1,0,5,6,6,0.9,"No"
30,0,0,0,1,7,0.118,0.167,0.118,0.284,0,10,14,16,-0.7,"No"
52,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,38,39,-0.2,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,15,15,0,"No"
31,0,0,0,0,1,0.667,0.667,0.667,1.333,0,1,3,4,0.2,"No"
30,0,0,0,0,1,0.5,0.5,0.5,1,0,0,4,4,-0.3,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,2,-0.1,"No"
14,0,5,0,6,43,0.178,0.218,0.356,0.574,0,21,74,63,-0.5,"No"
2,4,15,5,21,136,0.248,0.29,0.435,0.725,0,97,117,97,-0.5,"No"
20,0,0,0,1,4,0.077,0.143,0.154,0.297,0,3,5,5,-0.1,"No"
